,RK,Player,Team,,,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
99,86,"Telis, T",TEX,,542513,C,8,15,1,6,2,0,0,2,0,0,0,0,.400,.400,.533,.933,0,0,0,0,8,2,0,5,4,1.25,27,15
100,101,"Gattis, E",HOU,,594828,C,13,38,3,15,4,0,2,8,3,8,0,0,.395,.439,.658,1.097,0,0,0,0,25,6,1,9,7,1.29,88,41
101,102,"Calixte, O",KC,,593525,SS,10,13,3,5,3,1,0,2,0,2,0,0,.385,.385,.769,1.154,0,0,0,0,10,4,0,1,5,0.20,41,13
102,103,"Cain, L",KC,,456715,CF,19,55,8,21,4,0,0,10,0,7,0,2,.382,.397,.455,.851,0,2,0,1,25,4,2,15,15,1.00,201,58
103,104,"Aguilar, J",CLE,,542583,1B,23,42,5,16,3,0,1,5,3,6,0,0,.381,.404,.524,.928,0,0,0,2,22,4,1,12,11,1.09,81,47
104,105,"Valbuena, L",HOU,,472528,3B,17,50,4,19,6,0,2,9,4,8,0,1,.380,.418,.620,1.038,0,0,0,1,31,8,0,5,19,0.26,102,55
105,106,"Bradley Jr., J",BOS,,598265,CF,18,45,10,17,3,0,0,1,5,7,0,1,.378,.462,.444,.906,0,2,0,0,20,3,1,7,15,0.47,82,52
106,107,"Matthes, K",OAK,,571924,OF,9,8,2,3,0,0,0,2,1,1,0,0,.375,.444,.375,.819,0,0,0,0,3,0,0,3,1,3.00,16,9
107,107,"Navarro, R",BAL,,519071,SS,14,16,2,6,0,0,1,4,2,1,1,2,.375,.444,.563,1.007,0,0,0,0,9,1,0,4,5,0.80,32,18
108,107,"Stassi, M",HOU,,545358,C,12,16,4,6,2,0,1,5,3,2,0,0,.375,.450,.688,1.138,0,0,0,1,11,3,1,5,5,1.00,37,20
109,110,"Burns, B",OAK,,542993,CF,28,83,21,31,3,3,0,8,5,8,5,4,.373,.418,.482,.900,0,2,0,1,40,6,1,25,21,1.19,189,91
110,111,"Merrifield, W",KC,,593160,2B,19,27,7,10,2,1,0,2,2,4,2,0,.370,.414,.519,.932,0,0,0,0,14,3,0,4,9,0.44,98,29
111,111,"Pirela, J",NYY,,517369,2B,15,27,4,10,3,2,0,5,3,6,1,0,.370,.433,.630,1.063,0,0,0,0,17,5,1,6,6,1.00,54,30
112,113,"Dozier, B",MIN,,572821,2B,17,49,9,18,5,1,3,6,5,10,0,0,.367,.436,.694,1.130,0,1,0,0,34,9,1,7,15,0.47,104,55
113,114,"Krauss, M",LAA,,571868,1B,21,30,5,11,3,0,1,8,7,12,0,0,.367,.462,.567,1.028,0,0,0,2,17,4,1,5,5,1.00,98,39
114,115,"Smolinski, J",TEX,,519295,LF,21,52,9,19,6,1,2,9,6,8,1,0,.365,.441,.635,1.075,0,1,0,0,33,9,1,15,11,1.36,182,59
115,116,"Brantley, M",CLE,,488726,LF,15,44,6,16,1,0,1,5,2,5,1,0,.364,.404,.455,.859,0,1,0,0,20,2,3,16,10,1.60,88,47
116,116,"Cano, R",SEA,,429664,2B,19,55,9,20,6,0,1,7,1,12,1,0,.364,.375,.527,.902,0,0,0,0,29,7,0,15,8,1.88,159,56
117,116,"Freese, D",LAA,,501896,3B,20,55,10,20,4,0,3,12,2,10,0,0,.364,.379,.600,.979,0,0,0,1,33,7,0,16,10,1.60,132,58
118,116,"Moran, C",HOU,,592567,3B,9,11,2,4,0,0,0,0,1,4,0,1,.364,.417,.364,.780,0,0,0,0,4,0,0,3,0,*.**,23,12
119,116,"Muncy, M",OAK,,571970,1B,23,33,8,12,5,0,2,10,7,5,0,0,.364,.463,.697,1.160,0,0,1,1,23,7,0,8,10,0.80,97,42
120,116,"Paredes, J",BAL,,517370,3B,24,55,8,20,7,1,2,12,1,7,1,2,.364,.368,.636,1.005,0,0,0,1,35,10,2,18,13,1.38,75,57
121,116,"Refsnyder, R",NYY,,608701,2B,26,44,10,16,6,0,1,7,8,10,2,0,.364,.462,.568,1.030,0,0,0,0,25,7,2,11,9,1.22,99,52
122,116,"Romero, S",SEA,,552662,RF,12,22,2,8,1,1,0,2,1,4,1,1,.364,.440,.500,.940,0,2,0,0,11,2,0,9,1,9.00,66,25
123,116,"Sclafani, J",HOU,,623159,3B,10,11,7,4,0,0,0,1,0,1,0,0,.364,.364,.364,.727,0,0,0,0,4,0,0,4,2,2.00,20,11
124,116,"Smith Jr., D",TOR,,596105,LF,14,11,1,4,1,0,0,0,1,2,0,0,.364,.417,.455,.871,0,0,0,0,5,1,0,1,4,0.25,21,12
125,126,"Davis, I",OAK,,477195,1B,17,47,6,17,4,0,1,4,6,16,0,0,.362,.434,.511,.945,0,0,0,0,24,5,1,12,3,4.00,142,53
126,127,"Travis, D",TOR,,581527,2B,27,64,6,23,6,0,0,7,4,10,0,3,.359,.400,.453,.853,0,1,1,1,29,6,1,21,13,1.62,118,71
127,128,"Adams, T",TEX,,605112,1B,8,14,3,5,1,0,0,3,1,3,0,0,.357,.412,.429,.840,0,1,0,1,6,1,1,5,3,1.67,51,17
128,128,"Hunter, T",MIN,,116338,RF,15,42,5,15,4,0,1,6,3,4,0,1,.357,.400,.524,.924,0,0,0,0,22,5,4,20,7,2.86,65,45
